Baseline 100%T,,TigE_100x,,TigE_200x,,
Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,
488.0079956,0.008782025427,488.0079956,0.3825252652,488.0079956,0.2102142274,
486.9820862,0.008552541956,486.9820862,0.3875252008,486.9820862,0.2128374875,
485.9940491,0.007712621242,485.9940491,0.3927264512,485.9940491,0.2156244069,
485.0058289,0.008709416725,485.0058289,0.3969526589,485.0058289,0.2179443985,
484.0173645,0.0102191167,484.0173645,0.4010843039,484.0173645,0.220171839,
482.9907532,0.009886375628,482.9907532,0.4070363939,482.9907532,0.2235701084,
482.0018921,0.01002953481,482.0018921,0.4120934606,482.0018921,0.2260320187,
481.0127869,0.01018548664,481.0127869,0.4178090692,481.0127869,0.229274869,
479.9855957,0.01063386444,479.9855957,0.4234146476,479.9855957,0.2322956622,
478.9960938,0.01122238021,478.9960938,0.428573817,478.9960938,0.2351003587,
478.0064697,0.01189692784,478.0064697,0.4337841272,478.0064697,0.2379764616,
477.0166321,0.01263368316,477.0166321,0.4395220876,477.0166321,0.2409790754,
475.9884644,0.01325731538,475.9884644,0.4454288781,475.9884644,0.2441136092,
474.9982605,0.01368315052,474.9982605,0.4517183006,474.9982605,0.2476104945,
474.007843,0.01448519249,474.007843,0.4572066367,474.007843,0.2505520582,
473.0172119,0.01496900525,473.0172119,0.4630521238,473.0172119,0.2536952794,
471.9883728,0.01565085165,471.9883728,0.4691657424,471.9883728,0.2571993768,
470.9973145,0.01611646265,470.9973145,0.4754845798,470.9973145,0.2605484128,
470.0061035,0.01664795354,470.0061035,0.4821140766,470.0061035,0.2641664445,
469.01474,0.01705381274,469.01474,0.4887388051,469.01474,0.2677125037,
467.9850464,0.01766657457,467.9850464,0.4950445294,467.9850464,0.2711657584,
466.9932556,0.01820601523,466.9932556,0.5017638803,466.9932556,0.2748165429,
466.0013123,0.0185601078,466.0013123,0.5087801814,466.0013123,0.2785463631,
465.0091553,0.01899104007,465.0091553,0.5161072016,465.0091553,0.2824514806,
464.0167847,0.01941308938,464.0167847,0.523712337,464.0167847,0.2866831124,
462.986084,0.01956806146,462.986084,0.5312590003,462.986084,0.2906328142,
461.9933472,0.01991670765,461.9933472,0.5387430787,461.9933472,0.2946924269,
461.0003967,0.02053184249,461.0003967,0.5458000898,461.0003967,0.2984430492,
